"","E","N","agua_10","esg_10","lixo_10","palfac_10","rnmpr_10","v7_10,v21_10","v22_10","v3_10","v4_10","v5_10","v1_10","v8_10","uso_10","NA"
"3770",290365.879389895,9125697.31376329,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3771",290369.475433073,9125686.47426171,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3772",290369.218572846,9125692.22793079,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3773",290395.007339634,9125685.29270467,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3774",290395.521060088,9125691.5600942,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3775",290367.677411484,9125677.68964195,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3776",290395.623804178,9125676.86768922,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3777",290366.752714667,9125669.67560287,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3778",290396.753989177,9125669.98383514,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3779",290369.7322933,9125662.48351651,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3780",290397.06222145,9125660.42863469,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3781",290371.684431025,9125657.29493992,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3782",290371.222082616,9125660.17177447,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3783",290370.965222389,9125653.39066448,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3784",290372.146779433,9125649.38364493,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3785",290396.086152587,9125647.79111152,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3786",290372.557755797,9125643.16762744,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3787",290365.468413532,9125641.93469835,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3788",290359.303768085,9125642.85939517,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3789",290395.366943952,9125628.47522246,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3790",290372.865988069,9125627.65326973,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3791",290367.934271711,9125620.87215974,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3792",290365.982133986,9125608.23463657,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3793",290374.818125794,9125595.6998575,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3794",290373.379708523,9125591.38460568,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3795",290396.599873041,9125619.1255102,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3796",290398.860243038,9125611.52244748,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3797",290315.894389727,9125622.82429747,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3798",290316.253994045,9125611.8820518,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3799",290312.914811094,9125607.77228816,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3800",290265.549785241,9125628.26973428,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3801",290263.700391606,9125635.66730882,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3802",290268.837596146,9125604.43310522,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3803",290263.494903425,9125591.2818616,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3804",290268.632107964,9125580.39098798,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3805",290312.735008935,9125604.43310522,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3806",290313.06892723,9125602.06999113,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3807",290314.01931007,9125598.80786625,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3808",290313.967938024,9125595.77691557,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3809",290313.711077797,9125593.25968534,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3810",290316.02281984,9125589.71501421,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3811",290313.608333707,9125584.78329786,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3812",290313.659705752,9125580.62216218,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3813",290314.224798251,9125577.43709537,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3814",290266.140563763,9125551.80244472,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3815",290269.017398305,9125541.52803564,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3816",290271.483256484,9125537.00729564,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3817",290276.774577159,9125520.56824111,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3818",290275.079299661,9125536.03122678,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3819",290278.829458975,9125515.1228043,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3820",290278.469854657,9125511.93773749,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3821",290276.825949205,9125506.59504477,3,2,3,2,6,2,2,2,2,1,1,1,2,24
"3822",290277.339669658,9125502.27979296,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"3823",290278.675342839,9125499.50570251,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"3824",290277.750646022,9125493.64928933,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"3825",290398.78318497,9125600.81137603,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3826",290400.11885815,9125593.3110574,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3827",290401.557275421,9125577.89944378,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3828",290416.96888904,9125586.94092377,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3829",290419.229259037,9125568.24149925,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3830",290407.310944506,9125562.48783016,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3831",290401.557275421,9125554.06281472,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3832",290371.556000911,9125528.99325657,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3833",290355.014202294,9125505.36211569,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3834",290376.076740906,9125516.97219794,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3835",290327.478785963,9125485.32701798,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3836",290323.16353415,9125480.49804571,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3837",290374.02185909,9125492.00538388,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3838",290376.076740906,9125486.2517148,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3839",290375.152044089,9125481.42274253,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3840",290376.693205451,9125476.59377027,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3841",290418.407306311,9125515.32829249,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3842",290414.708519042,9125515.53378067,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3843",290411.009731774,9125516.3557334,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3844",290407.619176778,9125516.04750113,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3845",290401.660019512,9125515.73926886,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3846",290416.866144949,9125529.81520929,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3847",290405.975271325,9125529.60972111,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3848",290402.070995876,9125544.199382,2,2,2,2,7,2,2,2,2,1,1,1,2,24
"3849",290275.079299661,9125479.98432527,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"3850",290277.647901931,9125472.48400664,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"3851",290276.825949205,9125465.90838483,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"3852",290316.793400521,9125478.95688436,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3853",290320.081211427,9125455.32574348,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3854",290492.999516223,9124851.08774556,2,1,2,2,2,1,1,2,2,1,1,1,1,24
"3855",290477.793390786,9124866.91033554,2,2,2,2,3,2,1,2,2,1,1,1,1,24
"3856",290474.300091699,9124877.59572098,2,2,2,2,3,2,1,2,2,1,1,1,1,24
"3857",290467.108005344,9124889.92501187,2,2,2,2,3,2,1,2,2,1,1,1,1,24
"3858",290455.806155357,9124910.26834185,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3859",290437.92868356,9124935.74887636,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3860",290421.489629034,9124960.40745815,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3861",290417.585353584,9124976.23004813,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3862",290401.762763603,9124997.60081902,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3863",290401.968251784,9124975.40809541,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3864",290553.002065243,9124906.15857822,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3865",290528.754459817,9124934.51594727,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3866",290521.562373462,9124945.92054135,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3867",290517.974079102,9124947.91988315,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3868",290511.390708474,9124952.18793089,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3869",290508.822106204,9124956.65729884,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3870",290509.078966431,9124967.59954451,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3871",290512.7777537,9124971.29833177,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3872",290521.100025053,9124977.6684654,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3873",290508.667990068,9124984.55231949,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3874",290503.017065075,9124981.67548494,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3875",290494.797537812,9124977.46297722,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3876",290484.21489646,9124993.18282311,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"3877",290478.666715558,9125002.2243031,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3878",290475.687136925,9125001.60783856,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3879",290474.248719654,9125009.93010991,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3880",290468.803282842,9125011.57401536,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3881",290464.693519211,9125019.27982217,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3882",290463.152357849,9125022.67037717,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3883",290461.508452396,9125029.86246352,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3884",290458.734361945,9125040.1368726,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3885",290443.630980599,9125062.22685212,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3886",290441.884331056,9125068.39149757,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3887",290429.760528343,9125093.56379982,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3888",290427.397414254,9125099.93393344,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3889",290425.239788348,9125118.32512569,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3890",290438.49377606,9125150.48402611,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3891",290437.774567424,9125130.44892841,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3892",290428.322111071,9125178.01944244,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3893",290427.500158345,9125190.96519788,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3894",290426.8836938,9125201.03411878,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3895",290439.212984695,9125223.22684239,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3896",290395.238513838,9125005.10113764,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3897",290391.847958842,9125010.95755082,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3898",290388.251915664,9125017.22494036,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3899",290385.375081122,9125023.80056217,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3900",290379.621412038,9125031.60911307,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3901",290374.073231135,9125041.06156942,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3902",290366.675656599,9125047.84267941,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3903",290360.202778879,9125057.08964758,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3904",290344.380188898,9125077.84395392,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3905",290338.626519814,9125090.89245345,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3906",290335.338708908,9125092.94733527,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3907",290329.276807552,9125105.48211434,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3908",290325.16704392,9125114.11261797,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3909",290321.160024379,9125123.66781841,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3910",290361.538452059,9125131.57911341,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3911",290371.299140684,9125114.42085025,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3912",290381.368061582,9125097.26258709,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3913",290397.909860198,9125099.93393344,2,1,2,2,3,2,1,2,2,1,1,1,2,24
"3914",290392.258935205,9125105.89309071,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3915",290392.156191114,9125115.34554706,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3916",290390.30679748,9125136.30534159,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3917",290394.005584748,9125161.7858761,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3918",290349.055045029,9125153.36086066,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3919",290347.359767531,9125157.57336838,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3920",290347.359767531,9125162.3509686,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3921",290347.25702344,9125167.95052155,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3922",290363.798822057,9125172.984982,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3923",290370.11758364,9125172.4198895,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3924",290383.114711125,9125170.67323996,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3925",290379.518667947,9125170.93010018,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3926",290374.68969568,9125170.57049586,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3927",290310.063662574,9125131.42499728,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3928",290302.871576219,9125169.44031087,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3929",290294.446560775,9125153.00125634,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3930",290287.870938964,9125197.38670356,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3931",290341.041005947,9125186.64994607,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3932",290335.133220727,9125193.43105607,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3933",290338.266915496,9125198.05454015,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3934",290334.824988454,9125204.01369742,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3935",290332.97559482,9125208.38032128,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3936",290331.07482914,9125215.3155474,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3937",290333.951663683,9125210.8975515,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3938",290372.840302046,9125193.6879163,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3939",290376.539089314,9125215.67515172,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3940",290374.68969568,9125226.87425762,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3941",290374.792439771,9125232.31969443,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3942",290376.847321587,9125243.51880033,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3943",290346.743302986,9125250.60814259,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3944",290336.366149816,9125245.88191442,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3945",290336.263405725,9125240.5392217,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3946",290337.188102542,9125235.29927307,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3947",290336.674382088,9125228.2099308,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3948",290340.064937084,9125223.89467899,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3949",290336.87987027,9125219.68217127,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3950",290272.870301709,9125178.58453495,3,1,3,2,4,2,2,2,2,1,1,1,2,24
"3951",290278.110250339,9125171.49519269,3,1,3,2,4,2,2,2,2,1,1,1,2,24
"3952",290276.87732125,9125166.56347633,3,1,3,2,4,2,2,2,2,1,1,1,2,24
"3953",290277.391041704,9125162.50508474,3,1,3,2,4,2,2,2,2,1,1,1,2,24
"3954",290290.490913279,9125172.984982,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3955",290285.456452831,9125220.45275195,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3956",290286.072917375,9125230.72716103,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3957",290289.771704644,9125236.5835742,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3958",290289.874448734,9125243.57017238,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3959",290287.408590555,9125249.01560919,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3960",290289.36072828,9125266.99582507,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3961",290374.946555907,9125266.99582508,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3962",290356.658107747,9125265.45466372,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3963",290349.568765482,9125264.94094326,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3964",290378.850831357,9125259.90648281,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3965",290331.485805504,9125262.68057326,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3966",290329.122691415,9125276.03730507,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3967",290330.047388232,9125269.05070689,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3968",290379.056319538,9125285.38701733,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3969",290377.412414086,9125295.55868232,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3970",290377.823390449,9125307.68248503,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3971",290376.590461359,9125321.65568138,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3972",290366.35787072,9125326.21555691,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3973",290358.302013199,9125323.29958683,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3974",290352.342855933,9125323.09409865,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3975",290330.920713004,9125316.9294532,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3976",290330.458364595,9125298.53826095,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3977",290328.50622687,9125290.83245414,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3978",290328.608970961,9125282.51018279,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3979",290326.759577327,9125297.40807595,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3980",290418.612794492,9125260.42020327,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3981",290417.790841765,9125274.18791144,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3982",290415.941448131,9125284.87329688,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3983",290417.174377221,9125296.79161141,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3984",290418.201818128,9125307.88797322,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3985",290420.640353441,9125328.64200575,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3986",290416.352424494,9125348.57463317,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3987",290419.6402354,9125359.67099497,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3988",290368.268190006,9125352.06793226,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3989",290327.787018235,9125354.53379044,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3990",290291.621098278,9125284.05134415,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3991",290287.100358283,9125297.40807596,1,1,1,2,2,1,2,2,2,2,2,1,2,24
"3992",290286.072917375,9125308.50443776,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3993",290289.36072828,9125318.98433502,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"3994",290281.654921471,9125342.20449954,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"3995",290282.168641925,9125348.67737726,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"3996",290281.449433289,9125364.80819952,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"3997",290279.754155791,9125400.56314311,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"3998",290279.394551474,9125413.04655014,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"3999",290278.932203065,9125417.8755224,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"4000",290278.31573852,9125424.6566324,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"4001",290279.754155791,9125430.61578966,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"4002",290276.055368523,9125439.76001374,3,2,3,3,5,2,2,3,3,1,1,1,2,24
"4003",290319.824351199,9125451.16460782,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4004",290319.721607108,9125446.02740328,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4005",290320.749048016,9125441.71215147,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4006",290321.673744833,9125433.80085648,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4007",290320.646303925,9125428.25267557,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4008",290321.160024379,9125424.14291194,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4009",290322.084721196,9125415.92338468,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4010",290322.701185741,9125408.83404242,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4011",290322.187465287,9125404.41604652,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4012",290323.317650285,9125399.89530652,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4013",290321.160024379,9125395.6827988,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4014",290324.550579375,9125385.51113381,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4015",290325.16704392,9125376.16142155,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4016",290324.550579375,9125365.88701247,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4017",290344.79116526,9125352.63302476,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4018",290382.292758398,9125362.70194566,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4019",290383.422943396,9125368.76384701,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4020",290383.217455215,9125373.18184292,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4021",290381.881782035,9125377.18886246,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4022",290382.190014307,9125382.01783472,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4023",290382.703734761,9125390.64833835,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4024",290382.806478852,9125394.03889334,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4025",290381.676293853,9125397.53219243,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4026",290377.772018403,9125401.53921197,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4027",290377.926134539,9125404.82702288,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4028",290381.316689535,9125409.39913492,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4029",290377.335356017,9125414.09967707,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4030",290377.669274312,9125416.15455889,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4031",290377.232611927,9125420.39275264,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4032",290376.975751699,9125423.03841297,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4033",290377.181239881,9125424.88780661,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4034",290377.309669995,9125427.89307126,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4035",290377.206925904,9125431.61754455,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4036",290376.641833404,9125434.77692534,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4037",290376.4106592,9125437.2170975,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4038",290375.922624769,9125441.58372136,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4039",290379.313179765,9125445.69348499,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4040",290380.854341127,9125449.39227226,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4041",290381.111201354,9125455.04319726,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4042",290377.515158176,9125460.18040179,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4043",290403.971761554,9125491.82558176,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4044",290417.73946972,9125477.44140905,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4045",290421.386884943,9125475.95161973,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4046",290419.588863354,9125464.18742133,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4047",290408.389757458,9125467.47523224,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4048",290377.463786131,9125468.60541724,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4049",290406.129387461,9125449.49501636,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4050",290405.923899279,9125436.7547491,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4051",290406.129387461,9125422.98704093,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4052",290415.376355632,9125422.88429684,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4053",290420.821792443,9125405.21231323,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4054",290416.917516993,9125368.63541691,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4055",290409.108966094,9125374.80006235,3,2,3,3,5,2,2,3,2,2,2,1,2,24
"4056",290609.254454949,9124677.57866227,2,1,2,2,2,1,1,2,2,1,1,1,1,24
"4057",290627.337414928,9124655.38593866,2,1,2,2,2,1,1,2,2,1,1,1,1,24
"4058",290661.859429433,9124604.835846,2,1,2,2,2,1,1,2,2,1,1,1,1,24
"4059",290734.294013438,9124643.05664777,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"4060",290737.06810389,9124639.76883687,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"4061",290741.07512343,9124635.04260869,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"4062",290795.324003367,9124559.21746969,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"4063",290805.392924264,9124548.53208425,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"4064",290808.834851305,9124538.72002358,1,1,1,1,2,1,1,1,1,1,1,1,1,24
"4065",290813.098731073,9124529.70422961,1,1,1,1,2,1,1,1,1,1,1,1,1,24
