"","E","N","agua_10","esg_10","lixo_10","palfac_10","rnmpr_10","v7_10,v21_10","v22_10","v3_10","v4_10","v5_10","v1_10","v8_10","uso_10","NA"
"847",269530.460968835,9081214.9096123,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"848",269538.059465147,9081212.4417246,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"849",269567.804006269,9081198.15395376,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"850",269623.656201388,9081179.83962931,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"851",269615.343316533,9081210.23361456,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"852",269625.344756124,9081207.63583804,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"853",269642.619969963,9081183.86618291,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"854",269572.609892825,9081224.91105188,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"855",269696.783610346,9081068.39501673,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"856",269715.097934792,9081067.09612847,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"857",269789.13456553,9081116.71365995,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"858",269767.053465135,9081136.19698383,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"859",269778.743459462,9081121.19482444,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"860",270118.337794667,9081003.38565939,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"861",270124.83223596,9081003.84027028,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"862",270131.391621666,9080998.64471725,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"863",270142.432171864,9080995.91705191,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"864",270168.020270558,9080999.4240502,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"865",270193.608369252,9081002.54138202,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"866",270203.99947532,9080992.92960891,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"867",270199.323477589,9080891.09676943,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"868",270434.78324268,9080815.04166228,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"869",270435.461363,9080892.59049093,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"870",270310.475840307,9080855.53970335,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"871",270436.146428712,9080893.67019746,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"872",270479.591091589,9080887.29752128,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"873",270507.452244738,9080873.07469484,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"874",270463.419932768,9080804.49339478,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"875",270538.625562947,9080783.45140499,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"876",270555.381221484,9080783.54882161,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"877",270592.107286998,9080785.78940386,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"878",270605.355947237,9080795.92073228,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"879",270634.580933058,9080798.84323086,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"880",270567.217340741,9080874.3411109,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"881",270766.23065033,9080846.9671694,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"882",270766.385619108,9080833.47483906,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"883",270768.821034594,9080822.07709459,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"884",270784.553818627,9080956.75557091,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"885",270849.822953626,9080998.8395505,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"886",270815.824553455,9080900.01039011,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"887",271124.294278791,9081073.6555142,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"888",271448.91080878,9081093.74769195,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"889",271465.897831788,9080957.26700817,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"890",271563.728471818,9080934.50805046,1,1,1,1,1,1,1,1,1,1,1,1,1,20
"891",271773.563870002,9081024.37488186,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"892",271801.619856389,9081054.33049232,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"893",271812.725351,9081075.66473197,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"894",271547.592275086,9081074.56026025,1,1,1,1,1,1,1,1,1,1,1,1,1,20
"895",271827.922343626,9081397.10304475,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"896",271827.703156233,9081456.66721897,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"897",271991.449838499,9081698.18432835,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"898",271998.641924854,9081706.85592961,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"899",272008.176576478,9081723.95254632,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"900",272016.560494286,9081746.80283211,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"901",272021.08123428,9081755.02235937,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"902",272025.601974275,9081761.43359064,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"903",272028.314418272,9081768.09140772,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"904",272031.026862268,9081774.58483426,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"905",272035.629797535,9081780.99606552,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"906",272044.753472797,9081787.57168734,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"907",272048.205674247,9081792.74998951,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"908",272056.178615692,9081804.75049931,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"909",272062.918628047,9081816.42222803,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"910",272072.371084399,9081827.68298038,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"911",272063.32960441,9081851.39631653,1,1,1,1,1,1,1,1,1,1,1,1,1,15
"912",272087.988186198,9081686.67699018,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"913",272093.084293101,9081707.39019889,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"914",272152.552572845,9081834.13530928,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"915",272246.255183639,9081974.89471365,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"916",272277.375652271,9082007.40256603,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"917",272308.723590835,9082154.08040798,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"918",272467.072783548,9082118.94192893,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"919",272537.842913279,9082141.9977029,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"920",272547.130979086,9082141.83331235,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"921",272558.22734089,9082147.66917671,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"922",272566.118087062,9082150.21723016,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"923",272573.022489963,9082152.18991671,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"924",272579.844697591,9082154.57357961,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"925",272585.598366675,9082156.21748506,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"926",272592.913745939,9082159.58749124,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"927",272602.119616473,9082162.13554469,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"928",272552.473671807,9082228.05615334,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"929",272568.912726332,9082221.23394571,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"930",272658.99874513,9082183.34192503,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"931",272664.34143785,9082189.58876575,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"932",272682.342202556,9082191.2326712,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"933",272670.095106934,9082178.49240394,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"934",272676.506338199,9082178.49240394,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"935",272683.903912735,9082180.21850467,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"936",272689.082214911,9082182.19119121,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"937",272702.973215985,9082183.91729194,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"938",272709.137861432,9082191.97242866,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"939",272674.451456383,9082282.30503327,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"940",272674.862432746,9082268.66061802,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"941",272714.562749425,9082193.86291993,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"942",272721.30276178,9082195.83560647,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"943",272799.799247138,9082306.05946706,2,1,1,2,2,1,2,2,2,2,2,1,2,21
"944",272729.686679588,9082196.73975447,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"945",272737.741816305,9082198.67134338,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"946",272745.139390842,9082201.26049447,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"947",272752.536965378,9082204.05513374,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"948",272757.345388827,9082201.34268974,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"949",272770.989804082,9082208.28819028,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"950",272781.798482432,9082209.06904537,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"951",272795.114116598,9082214.49393336,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"952",272806.046087857,9082218.02833008,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"953",272819.937088931,9082216.87759626,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"954",272830.375888554,9082218.52150172,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"955",272866.952784873,9082228.7959108,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"956",272870.199498142,9082229.45347298,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"957",272875.583288499,9082231.05628079,5,3,1,4,5,2,2,5,3,2,4,1,2,24
"958",272894.118322476,9082233.39884606,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"959",272898.063695562,9082236.44007115,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"960",272903.488583555,9082236.02909479,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"961",272910.557377001,9082238.33056242,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"962",272916.064460267,9082240.13885842,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"963",272921.571543533,9082242.27593551,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"964",272926.338869345,9082242.44032605,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"965",272840.198223633,9082309.18288742,2,1,1,2,2,1,2,2,2,2,2,1,2,21
"966",272851.458975983,9082307.21020088,2,1,1,2,2,1,2,2,2,2,2,1,2,21
"967",272874.802433409,9082309.67605906,2,1,1,2,2,1,2,2,2,2,2,1,2,21
"968",272886.391966849,9082313.04606524,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"969",272893.296369749,9082315.84070451,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"970",272898.145890834,9082317.48460996,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"971",272905.954441734,9082318.96412487,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"972",272932.914491155,9082325.29316086,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"973",272951.244036951,9082331.95097794,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"974",272955.435995855,9082335.32098412,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"975",272959.134783123,9082337.95123285,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"976",272964.313085298,9082341.15684848,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"977",272971.381878744,9082336.14293685,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"978",272975.573837648,9082335.9785463,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"979",272979.683601279,9082336.63610848,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"980",272983.217998002,9082338.03342812,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"981",272994.889726715,9082340.00611466,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"982",272997.519975439,9082341.56782484,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"983",272942.44914278,9082247.04326132,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"984",272949.35354568,9082247.37204241,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"985",272954.120871492,9082249.83790059,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"986",272957.778561124,9082254.64632404,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"987",272962.340398755,9082255.18059331,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"988",272970.107852018,9082257.07108458,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"989",272976.025911647,9082257.97523258,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"990",272988.642885995,9082261.92060567,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"991",272995.793874714,9082263.60560876,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"992",273000.396809981,9082264.26317094,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"993",272996.369241622,9082252.09827059,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"994",273003.602425613,9082253.98876186,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"995",273008.287556153,9082256.61901059,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"996",273014.287811055,9082257.93413495,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"997",273021.685385591,9082260.39999313,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"998",273027.439054675,9082263.03024185,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"999",273037.30248739,9082262.78365603,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"1000",273041.001274658,9082268.37293457,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"1001",273055.960814276,9082275.52392329,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"1002",273015.027568508,9082346.21185775,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"1003",273021.192213955,9082347.44478684,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"1004",273028.507593219,9082351.71894101,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"1005",273035.001019756,9082353.36284647,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"1006",273043.713718655,9082356.89724319,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"1007",273051.029097918,9082358.70553919,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"1008",273053.741541915,9082353.19845592,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"1009",273058.755453545,9082359.93846828,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"1010",273060.276066089,9082355.04784955,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"1011",273072.276575892,9082363.14408391,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"1012",273069.728522441,9082277.94868383,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"1013",273074.742434071,9082280.00356565,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"1014",273080.6604937,9082280.25015147,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"1015",273077.948049703,9082280.25015147,6,6,6,6,7,3,3,6,5,2,5,1,4,24
"1016",273094.304908956,9082282.30503328,6,6,6,6,7,6,6,6,6,3,6,2,6,24
"1017",273101.127116584,9082286.00382055,6,6,6,6,7,6,6,6,6,3,6,2,6,24
"1018",273116.826413655,9082288.05870237,6,6,6,6,7,6,6,6,6,3,6,2,6,24
"1019",273121.67593474,9082291.09992745,6,6,6,6,7,6,6,6,6,3,6,2,6,24
"1020",273081.893422789,9082363.76054846,3,3,3,4,5,2,2,4,3,2,3,1,2,21
"1021",273088.304654054,9082363.18518155,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1022",273099.154430041,9082365.81543027,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1023",273142.142557624,9082296.19603436,6,6,6,6,7,6,6,6,6,3,6,2,6,24
"1024",273153.485505246,9082301.29214126,6,6,6,6,7,6,6,6,6,3,6,2,6,24
"1025",273165.650405595,9082307.21020089,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1026",273177.979696489,9082309.18288743,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1027",273191.952892835,9082315.75850924,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1028",273187.678738659,9082319.04632015,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1029",273203.131449913,9082316.25168088,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1030",273214.474397535,9082319.37510123,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1031",273225.159782976,9082318.55314851,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1032",273230.749061515,9082321.84095941,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1033",273236.009558963,9082323.64925541,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1034",273239.297369868,9082325.62194195,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1035",273245.708601133,9082326.60828523,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1036",273252.613004033,9082329.23853395,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1037",273265.764247653,9082331.86878267,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1038",273275.792070914,9082336.14293685,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1039",273106.96298094,9082367.2127499,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1040",273124.881550373,9082374.28154335,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1041",273138.854746719,9082379.5420408,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1042",273139.265723082,9082373.29520008,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1043",273143.375486714,9082374.19934808,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1044",273155.540387062,9082379.5420408,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1045",273173.130175404,9082387.43278697,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1046",273168.691630682,9082397.29621968,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1047",273174.691885584,9082413.57088366,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1048",273177.239939035,9082412.91332148,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1049",273178.719453943,9082410.4474633,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1050",273184.308732481,9082409.62551058,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1051",273183.32238921,9082415.46137493,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1052",273199.350467372,9082414.31064112,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1053",273182.829217574,9082419.48894329,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1054",273192.446064471,9082423.18773056,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1055",273203.871207366,9082429.84554764,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1056",273214.227811717,9082438.55824654,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1057",273226.968078974,9082435.10604509,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1058",273237.817854961,9082434.28409236,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1059",273247.18811604,9082436.91434109,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1060",273255.736424393,9082440.53093308,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1061",273267.572543651,9082445.62703999,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1062",273267.901324742,9082453.35339561,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1063",273266.853335016,9082459.29200406,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1064",273273.552249735,9082470.96373278,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1065",273281.07311718,9082468.29238642,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1066",273283.127998996,9082467.75811714,4,3,3,4,5,2,2,4,3,2,3,1,2,24
"1067",273288.511789353,9082468.33348405,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1068",273293.936677346,9082477.95033095,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1069",273292.991431711,9082485.79997949,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1070",273303.060352607,9082495.00585002,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1071",273295.744973344,9082500.75951911,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1072",273345.555308555,9082396.78249924,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1073",273357.227037268,9082408.45422795,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1074",273364.953392895,9082410.42691449,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1075",273368.487789617,9082411.98862467,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1076",273372.186576886,9082413.96131122,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1077",273377.036097971,9082418.97522284,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1078",273375.1456067,9082417.08473158,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1079",273381.063666329,9082424.56450138,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1080",273358.87094272,9082434.4279341,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1081",273361.829972535,9082437.1403781,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1082",273364.706807077,9082440.59257955,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1083",273366.67949362,9082442.64746136,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1084",273368.159008527,9082446.01746754,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1085",273370.624866706,9082447.66137299,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1086",273372.515357976,9082450.53820753,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1087",273377.447074334,9082455.22333807,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1088",273380.981471057,9082459.3331017,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1089",273388.954412501,9082429.9071941,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1090",273391.502465953,9082437.96233082,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1091",273394.54369104,9082441.41453227,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1092",273404.982490663,9082445.27771009,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1093",273410.900550292,9082454.97675226,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1094",273414.27055647,9082470.92263515,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1095",273430.709610995,9082466.07311406,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1096",273436.052303716,9082471.41580678,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1097",273440.655238983,9082476.18313259,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1098",273448.7103757,9082482.01899695,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1099",273455.121606965,9082494.01950675,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1100",273461.039666594,9082495.6634122,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1101",273475.012862941,9082494.1838973,2,1,2,2,3,2,2,2,2,1,1,1,2,24
"1102",273308.814021691,9082578.02307538,2,2,2,2,2,1,1,2,2,1,1,1,1,21
"1103",273510.028049079,9082575.06404556,2,1,2,2,2,2,1,2,2,1,1,1,1,21
"1104",273569.619621733,9083094.74365674,1,1,1,1,2,1,1,1,1,1,1,1,1,19
"1105",273572.537553911,9083128.60810906,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1106",273563.290585741,9083127.74505869,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1107",273572.907432638,9083132.55348214,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1108",273571.140234277,9083137.40300323,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1109",273556.262889931,9083163.78768574,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1110",273520.672336884,9083199.13165297,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1111",273515.494034709,9083219.18729949,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1112",273525.028686333,9083229.46170857,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1113",273507.603288537,9083230.77683293,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1114",273520.918922702,9083236.2839162,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1115",273500.534495091,9083240.96904674,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1116",273495.027411825,9083250.17491728,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1117",273505.466211449,9083252.805166,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1118",273480.561043843,9083285.68327505,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1119",273480.396653298,9083318.5613841,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"1120",273380.118420694,9083318.06821246,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"1121",273369.597425798,9083333.35653317,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"1122",273363.514975624,9083345.02826189,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"1123",273358.254478175,9083354.06974187,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"1124",273328.33539894,9083418.67522616,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"1125",273255.510387393,9083638.30099461,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"1126",273258.469417208,9083649.64394224,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"1127",273254.688434667,9083661.64445204,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"1128",273251.565014307,9083675.28886729,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"1129",273253.044529214,9083679.89180256,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"1130",273246.797688495,9083680.05619311,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"1131",273245.482564133,9083688.27572037,1,1,1,1,2,1,1,1,1,1,1,1,1,21
"1132",273346.418358917,9083603.77898011,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1133",273347.240311644,9083615.12192773,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1134",273345.925187282,9083623.99901718,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1135",273360.8847269,9083767.84074427,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1136",273395.735522493,9083855.1321238,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1137",273391.461368316,9083877.48923795,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1138",273361.706679626,9083794.38981733,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1139",273325.006490398,9083881.43461104,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1140",273317.937696953,9083883.90046922,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1141",273287.689836626,9083893.10633975,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1142",273306.676944603,9083897.79147029,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1143",273319.252821315,9083896.06536956,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1144",273324.348928217,9083900.99708592,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"1145",273326.075028943,9083906.01099755,1,1,1,1,2,1,1,1,1,1,1,1,1,21
